50,1421
50,1422
50,1423
50,1424
50,1425
50,1426
51,1427
51,1428
51,1429
51,1430
51,1431
51,1432
53,1433
53,1434
53,1435
53,1436
53,1437
53,1438
53,1439
53,1440
53,1441
53,1442
54,1443
54,1444
54,1445
54,1446
54,1447
54,1448
54,1449
54,1450
54,1451
54,1452
54,1453
54,1454
54,1455
54,1456
54,1457
54,1458
54,1459
54,1460
54,1461
54,1462
54,1463
54,1464
54,1465
54,1466
54,1467
54,1468
54,1469
54,1470
54,1471
54,1472
54,1473
55,1474
55,1475
55,1476
55,1477
55,1478
55,1479
55,1480
55,1481
56,1482
56,1483
56,1484
56,1485
56,1486
58,1487
58,1488
58,1489
58,1490
58,1491
58,1492
58,1493
58,1494
58,1495
58,1496
58,1497
58,1498
58,1499
58,1500
58,1501
58,1502
58,1503
58,1504
58,1505
58,1506
58,1507
58,1508
58,1509
58,1510
58,1511
58,1512
58,1513
58,1514
58,1515
58,1516
58,1517
58,1518
58,1519
58,1520
58,1521
59,1522
59,1523
59,1524
59,1525
59,1526
59,1527
59,1528
59,1529
59,1530
59,1531
59,1532
59,1533
59,1534
59,1535
59,1536
59,1537
59,1538
59,1539
59,1540
59,1541
59,1542
59,1543
59,1544
59,1545
59,1546
60,1547
60,1548
60,1549
60,1550
60,1551
60,1552
60,1553
60,1554
60,1555
60,1556
60,1557
60,1558
60,1559
60,1560
60,1561
60,1562
60,1563
60,1564
60,1565
60,1566
60,1567
60,1568
60,1569
60,1570
60,1571
60,1572
60,1573
60,1574
60,1575
60,1576
60,1577
60,1578
60,1579
60,1580
60,1581
60,1582
60,1583
60,1584
60,1585
60,1586
60,1587
60,1588
60,1589
60,1590
60,1591
60,1592
60,1593
60,1594
60,1595
60,1596
61,1597
61,1598
61,1599
61,1600
61,1601
61,1602
61,1603
61,1604
61,1605
61,1606
61,1607
61,1608
61,1609
61,1610
61,1611
61,1612
61,1613
61,1614
61,1615
61,1616
61,1617
61,1618
61,1619
61,1620
61,1621
61,1622
61,1623
61,1624
61,1625
61,1626
62,1627
62,1628
62,1629
62,1630
62,1631
62,1632
62,1633
62,1634
62,1635
62,1636
62,1637
62,1638
62,1639
62,1640
62,1641
62,1642
63,1643
63,1644
63,1645
63,1646
63,1647
63,1648
63,1649
63,1650
64,1651
64,1652
64,1653
64,1654
64,1655
64,1656
64,1657
64,1658
64,1659
64,1660
64,1661
64,1662
64,1663
64,1664
64,1665
64,1666
64,1667
64,1668
64,1669
64,1670
64,1671
64,1672
64,1673
64,1674
64,1675
64,1676
64,1677
64,1678
64,1679
64,1680
64,1681
64,1682
64,1683
64,1684
64,1685
64,1686
64,1687
64,1688
64,1689
64,1690
64,1691
64,1692
64,1693
64,1694
64,1695
